"","V1","V2","V3","V4","V5","V6"
"7991",1,142,2,1.4,0,0.9
"7992",1,35,0,0.65,2,0.35
"7993",1,149,2,0.15,2,0.95
"7994",1,73,2,0.55,3,1.95
"7995",1,107,4,1.05,3,1.25
"7996",1,123,4,2,2,1.65
"7997",1,124,2,1.55,2,1.75
"7998",1,108,4,0.05,1,0.3
"7999",1,4,1,0.4,2,0.65
"8000",1,59,1,0.4,1,0.05
"8001",1,170,2,0.1,3,1.9
"8002",1,98,0,0.25,4,0.55
"8003",1,13,0,0.4,1,0.35
"8004",1,45,2,1.3,2,0.45
"8005",1,32,3,1.35,0,0.55
"8006",1,119,0,0.1,2,1.55
"8007",1,96,4,1.65,1,0.85
"8008",1,117,4,0.6,1,0.25
"8009",1,192,0,0.6,3,1.95
"8010",1,117,4,1.85,4,1.25
"8011",1,109,2,0.05,4,1.1
"8012",1,151,1,0.45,2,0.95
"8013",1,16,1,0.95,4,0.5
"8014",1,190,3,1.15,1,0.75
"8015",1,81,2,0.7,1,0.5
"8016",1,11,0,0.15,1,0.8
"8017",1,157,0,0.3,4,0.6
"8018",1,104,3,1.25,2,1.25
"8019",1,80,1,0.6,1,1
"8020",1,159,1,0.65,3,1.55
"8021",1,143,3,1.95,4,0.7
"8022",1,18,1,0.8,3,1.7
"8023",1,22,3,1.75,2,1.65
"8024",1,116,0,0.7,1,0.75
"8025",1,169,3,1.8,1,0.8
"8026",1,62,0,0.2,1,0.95
"8027",1,155,3,1.75,2,0.6
"8028",1,127,4,0.85,2,0.7
"8029",1,99,0,0.75,4,1.3
"8030",1,55,4,1.85,2,1.95
"8031",1,117,0,0.15,1,0.5
"8032",1,179,4,0.6,0,0.05
"8033",1,21,0,0.9,2,1.1
"8034",1,17,2,0.3,0,0.75
"8035",1,125,2,1.2,2,0.95
"8036",1,178,1,0.55,4,0.85
"8037",1,72,4,1.55,1,0.5
"8038",1,49,4,1.05,2,0.25
"8039",1,130,0,0.45,3,1.85
"8040",1,106,0,0.5,2,1.95
"8041",1,18,2,0.25,4,1.8
"8042",1,174,1,0.9,1,0.3
"8043",1,94,1,0.15,4,0.25
"8044",1,118,4,0.35,3,1.85
"8045",1,131,1,0.35,1,0.55
"8046",1,16,2,0.25,0,0.5
"8047",1,192,3,1.75,0,0.55
"8048",1,54,4,1.3,1,0.7
"8049",1,15,2,1.4,1,0.3
"8050",1,121,2,0.65,2,1.9
"8051",1,177,3,1.35,4,1.95
"8052",1,82,2,0.1,1,1
"8053",1,89,4,1.8,2,1.3
"8054",1,170,2,0.85,0,0.55
"8055",1,52,2,1.7,2,0.4
"8056",1,54,0,0.65,4,0.05
"8057",1,45,4,1.35,4,1.3
"8058",1,110,0,1,0,0.85
"8059",1,117,1,0.9,4,0.4
"8060",1,196,2,1.4,1,0.85
"8061",1,174,4,1.8,3,1.35
"8062",1,89,2,1.2,1,0.35
"8063",1,165,2,1.7,1,0.15
"8064",1,10,4,1.35,1,0.45
"8065",1,152,0,0.05,3,1.65
"8066",1,43,3,1.75,0,0.9
"8067",1,187,2,0.85,4,0.05
"8068",1,148,3,1.4,0,1
"8069",1,120,1,0.85,1,0.65
"8070",1,134,2,1.95,2,0.2
"8071",1,32,3,1.5,2,0.75
"8072",1,10,1,0.8,4,0.1
"8073",1,159,2,0.65,4,1.85
"8074",1,45,1,0.9,3,1.4
"8075",1,23,0,0.75,4,1.2
"8076",1,75,0,0.3,4,0.15
"8077",1,168,1,0.4,1,0.75
"8078",1,43,3,1.1,1,0.4
"8079",1,182,1,0.25,1,0.95
"8080",1,140,4,0.75,4,1.75
"8081",1,174,0,0.3,0,0.2
"8082",1,87,3,1.25,3,1.85
"8083",1,77,1,0.6,2,1.1
"8084",1,124,1,0.65,4,0.85
"8085",1,168,3,1.85,4,1
"8086",1,103,4,1.6,2,0.75
"8087",1,5,0,0.65,4,1.8
"8088",1,150,1,0.25,3,1.4
"8089",1,43,4,0.45,2,0.3
"8090",1,20,1,0.95,4,0.8
"8091",1,197,0,0.5,0,1
"8092",1,32,1,0.8,1,0.4
"8093",1,18,0,0.3,1,0.7
"8094",1,11,4,0.55,2,0.15
"8095",1,161,3,1.25,4,0.55
"8096",1,29,4,0.7,0,0.05
"8097",1,160,1,0.15,1,0.8
"8098",1,94,4,1.85,4,0.45
"8099",1,18,2,1.2,0,0.85
"8100",1,79,0,0.95,0,0.85
"8101",1,140,3,1.9,3,1.25
"8102",1,71,4,1.3,1,0.8
"8103",1,119,3,1.15,4,0.55
"8104",1,134,0,0.4,3,1.4
"8105",1,39,4,0.75,2,1.75
"8106",1,145,1,0.35,2,1.85
"8107",1,158,0,0.4,2,1.25
"8108",1,52,4,0.3,0,1
"8109",1,109,1,0.55,0,0.15
"8110",1,138,3,1.4,4,0.5
"8111",1,77,0,0.9,3,1.9
"8112",1,70,3,1.3,4,1.25
"8113",1,49,3,1.8,0,0.05
"8114",1,172,3,1.05,4,0.15
"8115",1,141,1,0.35,3,1.85
"8116",1,4,1,0.5,3,1.35
"8117",1,123,4,0.85,3,1.95
"8118",1,68,1,0.6,2,1.8
"8119",1,76,0,0.7,2,0.85
"8120",1,135,3,1.9,2,0.95
"8121",1,84,1,0.45,3,1.6
"8122",1,51,0,0.45,3,1.7
"8123",1,16,2,1.55,3,1.9
"8124",1,52,2,1.25,3,1.75
"8125",1,103,2,0.3,1,0.4
"8126",1,75,4,0.65,3,1.45
"8127",1,13,3,1.25,2,1.45
"8128",1,45,4,1.5,4,1.4
"8129",1,51,1,0.35,0,0.35
"8130",1,117,0,0.45,3,1.65
"8131",1,83,0,0.75,0,1
"8132",1,1,0,0.65,2,0.2
"8133",1,196,3,1.8,1,0.1
"8134",1,53,2,1.75,4,1.45
"8135",1,107,0,0.4,4,0.5
"8136",1,29,0,1,4,0.5
"8137",1,28,2,1.65,1,0.2
"8138",1,12,0,0.7,2,0.6
"8139",1,58,0,0.35,4,0.55
"8140",1,174,0,0.85,0,0.35
"8141",1,152,2,0.1,4,1.05
"8142",1,116,0,0.1,1,0.05
"8143",1,162,2,1.55,4,1.35
"8144",1,124,1,0.05,3,1.7
"8145",1,149,1,0.85,0,0.8
"8146",1,71,3,1.45,4,1.3
"8147",1,69,1,0.1,4,0.75
"8148",1,176,1,0.5,2,1.35
"8149",1,174,3,1.15,0,0.8
"8150",1,10,0,0.1,1,0.65
"8151",1,191,0,0.95,0,0.35
"8152",1,149,1,0.15,3,1.35
"8153",1,88,2,1.55,1,0.7
"8154",1,47,2,1.8,1,0.75
"8155",1,167,1,0.45,1,0.35
"8156",1,130,3,1.7,0,0.9
"8157",1,114,3,1.6,4,1.7
"8158",1,137,4,0.55,4,0.15
"8159",1,38,2,1.5,3,1.95
"8160",1,160,4,0.4,2,1
"8161",1,107,1,0.9,2,1.65
"8162",1,174,1,0.35,2,0.6
"8163",1,88,0,0.85,4,0.05
"8164",1,27,3,1.3,0,0.05
"8165",1,163,0,0.6,3,1.75
"8166",1,162,4,0.35,2,0.35
"8167",1,116,2,0.35,4,0.9
"8168",1,33,2,1.85,1,0.1
"8169",1,1,2,0.45,1,0.5
"8170",1,198,3,1.05,2,1.55
"8171",1,69,1,0.7,4,1.4
"8172",1,190,1,0.2,1,0.6
"8173",1,76,0,0.75,1,0.1
"8174",1,130,1,0.25,3,1.3
"8175",1,142,3,2,3,1.65
"8176",1,38,4,1.75,0,0.1
"8177",1,74,2,1.15,1,0.2
"8178",1,140,3,1.35,3,1.4
"8179",1,100,3,1.95,0,0.25
"8180",1,45,1,0.75,4,1.85
"8181",1,36,4,1.9,3,1.1
"8182",1,196,2,1.5,3,1.55
"8183",1,181,4,1.3,4,0.45
"8184",1,23,3,1.8,4,0.15
"8185",1,99,2,0.45,0,0.25
"8186",1,137,4,0.1,4,1.75
"8187",1,101,2,1.2,0,0.35
"8188",1,51,2,0.3,4,1.65
"8189",1,192,1,0.2,3,1.4
"8190",1,139,0,0.7,1,0.3
"8191",1,105,2,1.5,0,0.1
"8192",1,163,2,0.05,1,0.45
"8193",1,52,4,1.45,4,0.55
"8194",1,196,0,0.9,1,0.6
"8195",1,167,2,1.4,4,0.35
"8196",1,112,3,1.85,1,0.9
"8197",1,123,1,0.3,4,0.65
"8198",1,180,3,1.25,0,0.4
"8199",1,2,2,1.55,4,0.35
"8200",1,59,0,0.3,1,0.05
"8201",1,144,1,0.45,3,1.3
"8202",1,87,3,1.6,0,1
"8203",1,124,0,0.95,4,0.3
"8204",1,135,2,0.55,4,0.85
"8205",1,93,0,0.25,3,1.2
"8206",1,46,2,0.8,2,1.05
"8207",1,97,4,0.35,4,0.45
"8208",1,196,4,1.55,0,0.35
"8209",1,13,0,0.05,1,0.65
"8210",1,83,1,0.25,3,1.85
"8211",1,117,1,0.6,0,0.05
"8212",1,107,3,1.85,3,1.4
"8213",1,45,4,1.9,2,1.15
"8214",1,73,3,1.7,2,0.3
"8215",1,2,4,1.45,0,0.6
"8216",1,57,2,1.5,3,1.65
"8217",1,47,4,1.6,4,2
"8218",1,55,2,1.4,4,0.45
"8219",1,81,4,0.45,4,1.25
"8220",1,136,0,0.6,0,0.55
"8221",1,153,3,1.4,2,0.75
"8222",1,7,4,0.35,4,1.9
"8223",1,179,1,1,0,0.2
"8224",1,13,0,0.5,0,0.45
"8225",1,131,2,1.8,3,1.7
"8226",1,75,4,0.15,1,0.7
"8227",1,169,4,1.6,4,1.15
"8228",1,179,2,1.3,3,1.5
"8229",1,85,0,0.6,3,1.7
"8230",1,95,0,0.55,1,0.9
"8231",1,52,0,0.2,4,1.8
"8232",1,133,2,1.85,0,0.65
"8233",1,92,0,0.4,3,1.45
"8234",1,172,4,0.9,0,0.9
"8235",1,185,0,0.1,4,1.6
"8236",1,94,3,2,2,0.75
"8237",1,63,1,0.1,2,0.4
"8238",1,79,1,0.2,1,0.35
"8239",1,86,3,1.85,1,0.75
"8240",1,18,4,0.35,1,0.3
"8241",1,17,0,0.5,0,0.7
"8242",1,108,1,0.65,2,0.3
"8243",1,160,4,0.95,3,1.45
"8244",1,122,1,0.85,0,1
"8245",1,95,4,0.6,2,1.05
"8246",1,90,0,0.3,3,1.2
"8247",1,36,0,0.95,0,0.7
"8248",1,91,3,1.65,4,1.95
"8249",1,198,0,1,0,0.3
"8250",1,138,1,0.55,1,0.7
"8251",1,4,0,0.8,4,0.5
"8252",1,145,1,0.15,4,0.55
"8253",1,127,4,1.55,1,0.9
"8254",1,188,3,1.35,1,0.45
"8255",1,106,2,0.75,3,1.35
"8256",1,59,1,0.55,4,1.7
"8257",1,28,4,0.85,4,1.6
"8258",1,40,1,0.9,1,0.5
"8259",1,174,2,0.55,3,1.85
"8260",1,100,0,0.15,3,1.35
"8261",1,161,0,1,2,1.7
"8262",1,120,3,1.1,1,0.4
"8263",1,109,2,1.95,0,1
"8264",1,89,3,1.1,1,0.45
"8265",1,44,4,0.45,1,0.5
"8266",1,72,3,1.9,0,0.65
"8267",1,105,0,0.95,0,0.05
"8268",1,23,4,1.7,0,0.05
"8269",1,193,4,1.5,0,0.3
"8270",1,67,2,1.15,4,0.15
"8271",1,161,3,1.3,2,1.8
"8272",1,29,1,0.45,0,0.2
"8273",1,53,1,0.45,0,0.8
"8274",1,169,3,1.45,2,0.25
"8275",1,55,2,1.45,1,0.05
"8276",1,53,1,0.95,4,0.45
"8277",1,79,1,0.95,1,0.45
"8278",1,39,1,1,0,0.05
"8279",1,70,0,0.05,1,0.75
"8280",1,68,3,1.95,2,0.2
"8281",1,33,3,1.4,4,0.8
"8282",1,49,1,0.45,2,0.1
"8283",1,124,0,0.55,3,1.85
"8284",1,177,3,1.65,3,1.55
"8285",1,59,2,0.8,1,0.2
"8286",1,68,4,1.35,3,1.6
"8287",1,192,4,0.25,0,0.5
"8288",1,7,3,1.95,2,0.55
"8289",1,102,3,1.05,4,0.3
"8290",1,85,3,1.85,4,0.45
"8291",1,105,4,0.15,4,0.8
"8292",1,103,4,0.7,2,0.4
"8293",1,129,1,0.85,2,0.15
"8294",1,105,4,0.85,1,0.05
"8295",1,68,2,0.5,4,0.25
"8296",1,178,1,0.3,2,1.4
"8297",1,68,1,0.5,2,0.8
"8298",1,77,3,1.3,2,1.55
"8299",1,153,4,0.75,4,1.8
"8300",1,87,2,0.85,0,0.8
"8301",1,110,1,0.85,4,1.6
"8302",1,44,2,1.15,0,0.2
"8303",1,94,4,1.3,0,0.55
"8304",1,17,4,1.4,1,0.05
"8305",1,143,2,0.8,4,0.95
"8306",1,110,4,1.5,0,0.25
"8307",1,40,2,1.65,1,0.75
"8308",1,178,0,0.55,4,1.8
"8309",1,51,2,1.4,1,0.4
"8310",1,119,1,0.5,2,1.6
"8311",1,69,1,0.75,1,0.6
"8312",1,117,1,0.95,2,0.35
"8313",1,195,4,1.9,3,1.5
"8314",1,137,0,0.05,1,0.85
"8315",1,170,2,0.65,3,1.4
"8316",1,24,2,1.8,4,0.75
"8317",1,5,4,0.5,4,0.05
"8318",1,19,2,1.3,4,0.2
"8319",1,172,3,1.5,1,0.6
"8320",1,13,3,2,0,0.7
"8321",1,190,2,0.15,1,0.5
"8322",1,107,1,0.35,1,0.65
"8323",1,11,4,1.95,1,0.5
"8324",1,114,2,0.25,4,0.4
"8325",1,58,4,0.85,0,0.55
"8326",1,127,0,0.1,1,0.45
"8327",1,193,4,1.55,1,0.2
"8328",1,150,2,1.4,0,0.2
"8329",1,149,1,0.1,3,1.6
"8330",1,60,0,0.1,1,0.7
"8331",1,154,0,0.85,2,1.75
"8332",1,33,4,1.6,3,2
"8333",1,143,4,1.2,3,1.9
"8334",1,39,3,1.25,0,0.35
"8335",1,65,1,0.3,0,0.6
"8336",1,29,2,1.05,0,0.1
"8337",1,66,2,0.55,2,0.05
"8338",1,199,4,0.65,0,0.65
"8339",1,63,1,0.65,0,0.95
"8340",1,26,1,0.55,3,1.15
"8341",1,184,0,0.4,3,1.6
"8342",1,48,4,1.4,0,0.05
"8343",1,178,2,1.5,0,0.05
"8344",1,85,4,0.5,0,0.45
"8345",1,3,1,0.7,2,1.5
"8346",1,114,2,0.75,2,1.7
"8347",1,5,4,1.2,3,1.3
"8348",1,190,4,0.6,4,1.2
"8349",1,53,4,1.7,1,0.85
"8350",1,175,1,0.3,4,1.15
"8351",1,16,2,1.6,4,0.55
"8352",1,7,1,0.95,3,1.05
"8353",1,36,0,0.95,2,0.75
"8354",1,43,4,0.15,4,1.95
"8355",1,98,4,1.6,4,0.8
"8356",1,49,2,0.45,0,0.6
"8357",1,84,3,1.45,4,0.65
"8358",1,142,1,0.8,3,1.1
"8359",1,98,1,0.5,0,0.7
"8360",1,133,2,0.5,1,0.1
"8361",1,172,2,0.45,2,0.1
"8362",1,175,3,1.05,4,1
"8363",1,149,4,0.7,2,0.25
"8364",1,59,1,0.4,4,0.05
"8365",1,87,2,0.9,2,1.95
"8366",1,158,4,1.5,2,1.95
"8367",1,160,4,1.95,1,0.85
"8368",1,78,2,0.75,3,1.6
"8369",1,37,4,1.2,1,0.25
"8370",1,35,4,0.4,2,1.9
"8371",1,59,2,1.45,0,0.6
"8372",1,184,3,1.5,0,0.35
"8373",1,134,3,2,4,1.85
"8374",1,128,1,0.45,4,1.7
"8375",1,106,3,1.75,1,0.85
"8376",1,116,4,0.95,1,1
"8377",1,140,2,0.25,0,0.3
"8378",1,27,4,0.25,0,0.3
"8379",1,93,4,0.8,2,1.2
"8380",1,190,2,1.6,0,0.2
"8381",1,15,4,0.15,4,0.4
"8382",1,106,2,1.5,0,0.5
"8383",1,177,2,1.15,1,0.5
"8384",1,114,0,0.55,2,0.8
"8385",1,45,2,0.45,0,1
"8386",1,171,2,0.95,1,0.25
"8387",1,1,2,1.55,0,0.55
"8388",1,167,1,0.3,1,0.35
"8389",1,123,3,2,2,1
"8390",1,163,1,0.05,0,0.6
"8391",1,74,4,0.65,2,0.55
"8392",1,152,4,0.2,2,0.2
"8393",1,92,1,0.5,4,1.7
"8394",1,88,4,0.35,4,0.6
"8395",1,107,4,1,2,1.65
"8396",1,134,3,1.3,2,1.9
"8397",1,27,2,0.65,3,1.35
"8398",1,139,4,1.55,1,0.7
"8399",1,111,0,0.55,0,0.6
"8400",1,14,0,0.55,1,0.55
"8401",1,166,3,1.95,3,1.9
"8402",1,12,3,1.1,3,1.5
"8403",1,33,4,0.2,3,1.2
"8404",1,192,4,1,3,1.05
"8405",1,123,0,0.5,2,1.4
"8406",1,23,4,1.6,2,1.9
"8407",1,59,4,0.8,0,0.85
"8408",1,107,2,0.2,0,0.6
"8409",1,133,3,1.3,1,1
"8410",1,120,1,0.75,3,1.5
"8411",1,78,1,0.55,3,1.45
"8412",1,9,0,0.5,1,0.8
"8413",1,160,0,0.7,4,0.8
"8414",1,72,4,0.45,0,1
"8415",1,60,1,0.05,1,0.25
"8416",1,116,2,0.4,3,1.95
"8417",1,177,3,1.55,4,2
"8418",1,32,3,1.1,0,0.65
"8419",1,41,0,0.1,1,0.75
"8420",1,85,3,1.15,0,0.85
"8421",1,24,0,0.4,1,0.55
"8422",1,130,2,1.35,4,0.05
"8423",1,168,1,0.35,4,0.3
"8424",1,145,2,0.9,1,0.55
"8425",1,113,1,0.65,2,1.4
"8426",1,133,1,0.45,0,0.4
"8427",1,14,3,1.8,1,0.45
"8428",1,119,1,0.3,4,0.15
"8429",1,17,3,1.45,2,0.45
"8430",1,10,0,0.3,4,1.1
"8431",1,137,2,0.2,3,1.95
"8432",1,119,0,0.2,3,1.2
"8433",1,183,2,0.35,3,1.1
"8434",1,199,2,0.05,3,1.5
"8435",1,83,1,0.85,0,0.45
"8436",1,147,4,0.3,2,1.15
"8437",1,187,0,0.05,4,2
"8438",1,40,4,0.8,3,1.1
"8439",1,35,1,0.75,0,1
"8440",1,140,4,1.9,3,1.05
"8441",1,82,0,0.25,2,1.75
"8442",1,30,4,1.1,1,0.15
"8443",1,122,4,0.55,2,1.05
"8444",1,181,2,0.8,1,0.75
"8445",1,160,0,0.25,1,1
"8446",1,48,1,0.05,0,0.35
"8447",1,12,2,1.7,4,1.7
"8448",1,136,1,1,3,1.05
"8449",1,148,2,1.25,1,0.55
"8450",1,95,4,0.65,1,0.25
"8451",1,138,3,1.4,4,1.35
"8452",1,64,3,1.65,4,1.5
"8453",1,184,3,1.3,0,0.55
"8454",1,33,4,1.7,3,1.05
"8455",1,164,4,1.6,4,0.25
"8456",1,135,0,0.9,3,1.55
"8457",1,187,2,0.45,0,0.2
"8458",1,52,1,0.35,4,0.6
"8459",1,28,4,1.75,0,0.6
"8460",1,75,1,0.05,4,1.3
"8461",1,162,2,0.85,1,0.2
"8462",1,64,4,1.35,2,1.8
"8463",1,31,1,0.9,1,0.6
"8464",1,137,3,1.85,4,1.4
"8465",1,4,4,1.45,4,1.9
"8466",1,121,0,0.3,0,0.95
"8467",1,5,1,0.35,1,0.5
"8468",1,134,3,1.4,2,1.4
"8469",1,5,1,0.05,0,0.85
"8470",1,177,4,2,4,1.3
"8471",1,50,1,0.95,1,0.55
"8472",1,171,3,1.2,1,0.9
"8473",1,160,3,1.95,3,1.7
"8474",1,144,0,0.25,0,0.75
"8475",1,11,2,1.8,0,1
"8476",1,24,2,0.55,4,1.65
"8477",1,35,1,0.35,2,0.9
"8478",1,184,4,1,4,1.1
"8479",1,40,4,0.6,3,1.45
"8480",1,83,3,1.6,0,0.6
"8481",1,114,4,1.65,3,1.6
"8482",1,134,4,1.75,3,1.25
"8483",1,166,3,1.8,3,1.15
"8484",1,85,4,1.55,3,1.65
"8485",1,104,0,0.25,0,0.55
"8486",1,68,4,1.7,4,0.45
"8487",1,68,2,1.15,3,2
"8488",1,121,4,0.2,1,0.5
"8489",1,97,2,0.2,1,1
"8490",1,91,1,0.4,1,0.15
"8491",1,87,4,0.8,3,1.1
"8492",1,117,4,1.8,3,1.85
"8493",1,163,2,0.45,4,0.35
"8494",1,183,4,0.8,3,1.65
"8495",1,5,2,1.6,4,1.15
"8496",1,58,0,1,1,0.9
"8497",1,82,0,0.7,1,0.2
"8498",1,59,3,1.45,0,0.35
"8499",1,133,1,0.6,1,0.65
"8500",1,6,4,1.8,2,0.8
"8501",1,53,0,0.35,1,0.15
"8502",1,103,1,0.25,2,0.85
"8503",1,46,2,1.15,4,0.6
"8504",1,190,4,1.75,3,1.75
"8505",1,102,1,0.5,4,0.15
"8506",1,95,2,1.7,1,0.2
"8507",1,15,0,0.1,0,0.55
"8508",1,5,4,0.1,1,0.75
"8509",1,76,4,0.55,1,0.85
"8510",1,192,4,0.6,0,0.65
"8511",1,199,3,1.1,0,0.45
"8512",1,54,4,1.3,2,0.1
"8513",1,139,0,0.8,1,0.8
"8514",1,85,2,0.15,1,0.9
"8515",1,159,4,0.65,2,0.6
"8516",1,51,0,0.35,1,0.05
"8517",1,122,4,1.15,3,1.4
"8518",1,183,2,1.35,2,0.6
"8519",1,146,4,1.05,4,0.65
"8520",1,167,3,1.8,2,0.15
"8521",1,102,3,1.05,1,0.8
"8522",1,61,4,0.6,2,0.75
"8523",1,34,0,0.7,1,0.2
"8524",1,116,0,0.3,0,0.95
"8525",1,158,1,0.1,4,1.9
"8526",1,38,4,1.4,2,1
"8527",1,72,2,1.95,2,0.95
"8528",1,182,3,1.1,3,1.3
"8529",1,176,4,0.75,0,0.05
"8530",1,105,3,1.6,1,0.15
"8531",1,103,1,0.05,2,0.6
"8532",1,61,3,1.6,4,1.1
"8533",1,42,1,0.85,3,1.85
"8534",1,130,4,1.15,2,0.5
"8535",1,98,1,0.5,4,1.95
"8536",1,124,3,1.75,1,0.25
"8537",1,20,1,0.2,2,1.95
"8538",1,165,3,1.95,0,0.1
"8539",1,28,3,1.25,3,1.4
"8540",1,8,1,0.35,0,0.6
"8541",1,161,1,0.35,4,1.6
"8542",1,74,0,1,1,0.45
"8543",1,60,2,0.5,0,0.15
"8544",1,101,2,1,0,0.95
"8545",1,162,4,1.7,0,0.6
"8546",1,79,2,1.75,1,0.35
"8547",1,172,1,0.95,4,0.7
"8548",1,5,0,0.65,4,0.1
"8549",1,144,1,0.5,1,0.8
"8550",1,170,0,0.75,3,1.05
"8551",1,152,0,0.2,2,0.85
"8552",1,31,2,0.35,3,1.8
"8553",1,159,2,0.35,4,1.4
"8554",1,87,2,0.5,2,0.3
"8555",1,140,1,0.8,0,0.45
"8556",1,195,4,1.75,3,1.4
"8557",1,52,2,1.9,2,0.3
"8558",1,153,4,2,4,1.55
"8559",1,6,2,1.85,2,1.25
"8560",1,173,3,1.75,4,1.6
"8561",1,96,1,1,4,0.75
"8562",1,29,3,1.05,0,0.35
"8563",1,25,4,0.25,1,1
"8564",1,146,2,0.15,2,1.9
"8565",1,57,4,0.25,4,1.15
"8566",1,163,4,0.4,4,0.3
"8567",1,103,3,1.6,1,0.9
"8568",1,156,1,0.3,3,1.35
"8569",1,172,4,0.05,2,0.55
"8570",1,97,3,1.25,4,1
"8571",1,74,2,1.5,3,1.2
"8572",1,152,1,0.45,3,1.3
"8573",1,70,0,0.8,0,0.1
"8574",1,139,4,1.45,4,0.85
"8575",1,3,3,1.55,0,0.2
"8576",1,134,2,0.75,1,0.9
"8577",1,155,3,1.7,0,0.8
"8578",1,16,1,0.95,0,0.75
"8579",1,99,1,0.5,4,0.9
"8580",1,147,4,1.15,2,0.35
"8581",1,147,0,0.1,3,1.5
"8582",1,170,3,1.15,2,1.25
"8583",1,27,3,1.05,1,0.65
"8584",1,34,2,1.2,3,1.9
"8585",1,153,3,1.1,4,1.3
"8586",1,71,4,1.05,4,0.15
"8587",1,48,0,0.7,4,1
"8588",1,49,2,1.3,1,0.5
"8589",1,27,0,0.2,4,1.3
"8590",1,171,3,1.9,2,1.65
"8591",1,13,2,0.35,1,0.9
"8592",1,159,2,1.35,1,0.8
"8593",1,176,4,1.1,0,1
"8594",1,84,4,1.35,4,1.65
"8595",1,88,3,1.45,2,0.65
"8596",1,138,1,1,0,0.85
"8597",1,65,2,0.8,0,0.85
"8598",1,65,4,0.95,2,0.75
"8599",1,54,3,1.45,1,0.8
"8600",1,131,1,0.6,4,0.8
"8601",1,69,1,1,0,0.15
"8602",1,166,4,0.15,2,0.6
"8603",1,7,1,0.7,0,0.45
"8604",1,171,0,0.55,1,0.95
"8605",1,155,1,0.9,1,0.65
"8606",1,141,1,0.7,0,0.35
"8607",1,132,4,0.1,3,1.5
"8608",1,91,0,0.1,2,1.8
"8609",1,135,0,0.1,2,1.25
"8610",1,159,2,0.4,2,1.1
"8611",1,131,2,0.3,2,1.05
"8612",1,21,3,1.15,4,1.05
"8613",1,198,1,0.75,1,0.15
"8614",1,110,3,1.65,1,0.9
"8615",1,127,1,0.15,0,0.3
"8616",1,144,1,0.6,2,1.35
"8617",1,117,2,0.4,1,0.1
"8618",1,144,1,0.6,2,0.95
"8619",1,10,4,1.35,1,0.1
"8620",1,174,4,1.5,4,0.5
"8621",1,58,0,0.2,2,0.6
"8622",1,101,0,0.8,0,0.85
"8623",1,66,0,0.7,0,0.85
"8624",1,130,0,0.7,4,0.45
"8625",1,176,4,0.25,2,1.7
"8626",1,88,3,1.05,0,0.15
"8627",1,104,3,1.45,1,0.5
"8628",1,67,3,1.5,1,0.55
"8629",1,194,1,0.95,3,1.85
"8630",1,187,2,1.3,2,1.95
"8631",1,86,0,0.4,3,1.45
"8632",1,122,1,0.35,4,0.3
"8633",1,34,0,0.6,2,1.3
"8634",1,54,1,0.75,4,1.95
"8635",1,152,0,0.4,0,0.45
"8636",1,23,4,1.35,1,0.7
"8637",1,29,0,0.6,1,0.2
"8638",1,134,2,1.2,0,0.75
"8639",1,81,3,1.85,0,0.25
"8640",1,41,1,0.55,4,1.6
"8641",1,125,4,1.15,0,1
"8642",1,130,0,0.05,4,1.45
"8643",1,158,2,0.65,0,0.55
"8644",1,40,4,0.75,4,0.3
"8645",1,6,4,1.95,4,1.05
"8646",1,102,1,0.75,4,0.85
"8647",1,150,3,1.4,4,0.6
"8648",1,27,2,0.6,0,0.75
"8649",1,41,3,1.35,1,1
"8650",1,141,3,1.55,3,1.45
"8651",1,164,0,0.2,0,0.65
"8652",1,63,2,0.75,4,1.75
"8653",1,7,4,1,3,1.7
"8654",1,197,3,1.45,3,1.9
"8655",1,151,3,1.05,3,1.5
"8656",1,43,1,0.5,1,0.75
"8657",1,150,2,0.6,4,1.75
"8658",1,179,2,0.4,0,0.65
"8659",1,20,4,1.3,4,0.1
"8660",1,193,2,1.6,4,0.75
"8661",1,60,0,0.15,3,1.3
"8662",1,174,0,0.95,1,0.1
"8663",1,178,2,0.8,2,1.25
"8664",1,42,3,1.55,0,0.2
"8665",1,71,2,1.6,0,0.6
"8666",1,126,1,0.7,2,0.1
"8667",1,42,1,0.3,1,0.8
"8668",1,13,4,1.65,3,1.4
"8669",1,101,4,1.55,1,0.7
"8670",1,123,4,0.45,2,0.85
"8671",1,79,0,0.7,4,0.9
"8672",1,98,1,0.6,0,0.15
"8673",1,123,4,0.7,1,0.35
"8674",1,122,3,1.8,3,1.85
"8675",1,63,1,1,0,0.35
"8676",1,129,0,0.55,0,0.85
"8677",1,83,0,0.8,0,0.2
"8678",1,26,2,0.75,2,1.65
"8679",1,148,0,0.4,4,1.45
"8680",1,25,2,0.25,0,0.55
"8681",1,120,3,1.25,3,1.45
"8682",1,55,0,1,2,1.25
"8683",1,155,3,1.75,3,1.5
"8684",1,16,4,1.2,2,1.5
"8685",1,122,4,0.95,2,0.35
"8686",1,120,4,1.9,2,1.5
"8687",1,131,4,0.45,4,1.15
"8688",1,150,4,0.65,3,1.65
"8689",1,186,1,0.65,1,0.35
"8690",1,20,3,1.9,1,0.6
"8691",1,100,2,1.6,4,0.85
"8692",1,94,2,1.6,3,1.55
"8693",1,80,0,0.35,3,1.8
"8694",1,75,2,0.35,0,0.05
"8695",1,42,2,0.85,0,1
