,Changepoint,M1,E1,M2,E2
7811,136,2,0.75,0,0.85
7812,27,1,0.35,4,1.45
7813,18,2,0.95,3,1.15
7814,140,1,0.5,0,1.0
7815,23,1,0.25,2,1.45
7816,25,3,1.65,0,0.2
7817,191,0,0.15,1,0.45
7818,169,1,0.55,0,0.95
7819,187,1,0.65,3,1.8
7820,22,0,0.6,2,0.4
7821,47,2,1.0,3,1.3
7822,144,1,0.2,0,1.0
7823,94,0,0.2,4,1.6
7824,4,0,0.9,4,0.55
7825,72,4,1.25,1,0.45
7826,81,3,1.45,2,0.85
7827,126,4,1.05,2,1.15
7828,46,1,0.15,2,0.05
7829,132,3,1.6,3,1.2
7830,112,4,1.45,4,0.6
7831,114,1,1.0,2,0.2
7832,150,2,0.75,3,1.85
7833,23,0,0.25,3,1.8
7834,117,2,1.95,0,0.6
7835,70,4,0.9,3,1.55
7836,39,0,1.0,1,0.05
7837,196,2,0.25,4,1.1
7838,107,1,0.6,1,0.3
7839,154,2,1.4,2,1.25
7840,193,1,1.0,0,0.85
7841,163,3,2.0,4,0.55
7842,149,2,1.25,0,0.2
7843,164,3,1.75,2,1.35
7844,69,3,1.55,1,0.55
7845,87,4,1.6,4,0.8
7846,162,4,0.6,4,0.4
7847,186,2,1.45,2,1.8
7848,45,4,0.55,1,0.5
7849,69,2,1.65,4,1.9
7850,75,1,0.35,2,0.9
7851,116,0,1.0,1,0.75
7852,46,3,1.6,0,0.3
7853,186,1,0.2,0,0.3
7854,66,4,0.7,4,1.5
7855,114,0,0.4,1,0.5
7856,130,4,0.45,2,0.8
7857,168,4,0.65,2,0.65
7858,43,4,1.75,4,1.9
7859,189,1,0.5,4,1.65
7860,150,0,0.35,2,0.9
7861,148,2,0.15,1,0.65
7862,94,4,0.05,1,0.55
7863,92,2,0.4,0,0.5
7864,89,4,0.2,4,0.65
7865,66,0,0.9,1,0.25
7866,3,0,0.15,0,0.1
7867,82,0,0.7,4,0.7
7868,22,1,0.7,2,1.8
7869,71,2,0.85,0,0.2
7870,128,0,0.25,4,0.55
7871,102,0,0.5,1,0.05
7872,77,2,1.15,2,0.1
7873,15,1,0.7,1,0.1
7874,100,1,0.2,1,0.25
7875,72,0,0.85,3,1.75
7876,144,1,0.05,0,0.1
7877,72,2,1.05,1,0.7
7878,160,1,0.65,2,0.65
7879,107,0,1.0,2,0.35
7880,114,2,1.0,1,0.85
7881,133,2,0.7,1,0.95
7882,170,1,0.85,2,1.15
7883,65,3,1.15,0,0.9
7884,30,4,0.5,0,0.1
7885,109,3,1.15,1,1.0
7886,96,1,0.1,4,1.75
7887,150,4,0.05,3,1.3
7888,58,0,0.3,3,1.95
7889,15,0,0.35,2,0.65
7890,189,1,1.0,3,1.6
7891,48,3,1.5,1,0.4
7892,147,1,0.15,0,0.65
7893,94,0,0.15,2,0.25
7894,119,1,0.4,4,0.75
7895,64,0,0.85,4,0.1
7896,165,0,0.9,4,0.2
7897,113,3,1.1,2,1.5
7898,184,4,1.9,2,1.45
7899,55,2,1.9,3,1.6
7900,59,1,0.25,3,1.45
7901,110,0,0.05,0,0.45
7902,152,0,0.65,0,0.85
7903,30,0,0.75,2,0.8
7904,141,0,1.0,4,0.55
7905,91,1,0.6,0,0.7
7906,161,3,1.85,3,1.4
7907,162,4,0.9,4,0.1
7908,30,1,0.3,0,0.3
7909,85,0,0.45,3,1.75
7910,54,3,1.45,0,0.15
7911,127,0,1.0,4,1.8
7912,16,4,2.0,2,1.8
7913,39,1,0.45,2,0.75
7914,158,1,0.1,4,0.45
7915,179,3,1.6,2,0.8
7916,72,0,0.95,0,0.8
7917,54,2,0.75,3,1.45
7918,101,1,0.05,0,0.55
7919,103,2,0.15,1,0.1
7920,61,1,1.0,2,0.8
7921,15,4,1.65,2,1.6
7922,57,0,0.05,2,0.5
7923,49,0,0.35,2,0.3
7924,126,4,1.35,3,1.45
7925,16,0,0.45,3,1.2
7926,83,2,1.25,1,0.8
7927,10,2,1.0,0,0.65
7928,4,2,0.6,3,1.8
7929,195,2,0.85,3,1.05
7930,83,4,1.75,4,1.35
7931,154,0,0.45,3,1.45
7932,194,3,1.85,4,1.35
7933,5,2,0.95,4,1.15
7934,193,3,1.5,2,1.7
7935,194,2,1.15,0,0.75
7936,57,2,1.85,4,1.3
7937,145,2,1.9,2,0.8
7938,46,0,0.65,1,0.65
7939,40,3,1.1,0,0.8
7940,85,2,0.45,4,2.0
7941,186,2,0.55,1,0.45
7942,180,3,2.0,4,1.35
7943,164,2,0.95,2,1.35
7944,182,4,0.7,2,1.85
7945,3,4,1.4,2,1.0
7946,159,3,1.2,1,0.95
7947,186,2,0.75,4,0.75
7948,105,3,1.4,4,1.9
7949,6,3,1.2,1,0.75
7950,91,4,0.95,0,0.7
7951,141,2,0.95,4,0.5
7952,44,0,0.55,0,0.9
7953,25,3,1.7,1,0.4
7954,10,3,1.6,0,0.95
7955,106,0,0.75,0,0.3
7956,82,1,0.95,1,0.3
7957,182,3,1.35,4,1.85
7958,116,1,0.9,2,1.5
7959,192,1,0.05,4,1.5
7960,113,4,0.05,4,1.25
7961,2,4,1.0,3,1.25
7962,51,4,0.1,4,1.35
7963,172,0,0.8,2,0.15
7964,79,3,1.35,0,0.2
7965,183,0,0.9,1,0.3
7966,79,3,1.4,4,1.5
7967,158,3,1.7,0,1.0
7968,95,4,1.65,4,0.65
7969,127,3,1.2,2,1.6
7970,130,2,1.5,2,1.65
7971,157,2,0.65,3,1.45
7972,114,3,1.25,1,0.45
7973,68,3,1.6,1,0.6
7974,176,3,1.2,4,1.25
7975,20,2,1.35,2,0.1
7976,87,3,1.95,3,1.2
7977,26,2,1.9,4,1.45
7978,8,2,0.8,4,1.0
7979,172,0,0.3,0,0.35
7980,37,3,1.6,1,0.45
7981,37,1,0.05,3,1.75
7982,134,4,0.15,3,1.8
7983,187,2,1.95,1,0.3
7984,156,4,0.6,0,0.6
7985,188,0,0.95,3,1.85
7986,171,4,0.65,2,1.3
7987,140,2,0.5,3,1.25
7988,60,0,0.95,3,1.75
7989,25,2,1.25,4,0.35
7990,142,2,1.4,0,0.9
7991,35,0,0.65,2,0.35
7992,149,2,0.15,2,0.95
7993,73,2,0.55,3,1.95
7994,107,4,1.05,3,1.25
7995,123,4,2.0,2,1.65
7996,124,2,1.55,2,1.75
7997,108,4,0.05,1,0.3
7998,4,1,0.4,2,0.65
7999,59,1,0.4,1,0.05
8000,170,2,0.1,3,1.9
8001,98,0,0.25,4,0.55
8002,13,0,0.4,1,0.35
8003,45,2,1.3,2,0.45
8004,32,3,1.35,0,0.55
8005,119,0,0.1,2,1.55
8006,96,4,1.65,1,0.85
8007,117,4,0.6,1,0.25
8008,192,0,0.6,3,1.95
8009,117,4,1.85,4,1.25
8010,109,2,0.05,4,1.1
8011,151,1,0.45,2,0.95
8012,16,1,0.95,4,0.5
8013,190,3,1.15,1,0.75
8014,81,2,0.7,1,0.5
8015,11,0,0.15,1,0.8
8016,157,0,0.3,4,0.6
8017,104,3,1.25,2,1.25
8018,80,1,0.6,1,1.0
8019,159,1,0.65,3,1.55
8020,143,3,1.95,4,0.7
8021,18,1,0.8,3,1.7
8022,22,3,1.75,2,1.65
8023,116,0,0.7,1,0.75
8024,169,3,1.8,1,0.8
8025,62,0,0.2,1,0.95
8026,155,3,1.75,2,0.6
8027,127,4,0.85,2,0.7
8028,99,0,0.75,4,1.3
8029,55,4,1.85,2,1.95
8030,117,0,0.15,1,0.5
8031,179,4,0.6,0,0.05
8032,21,0,0.9,2,1.1
8033,17,2,0.3,0,0.75
8034,125,2,1.2,2,0.95
8035,178,1,0.55,4,0.85
8036,72,4,1.55,1,0.5
8037,49,4,1.05,2,0.25
8038,130,0,0.45,3,1.85
8039,106,0,0.5,2,1.95
8040,18,2,0.25,4,1.8
8041,174,1,0.9,1,0.3
8042,94,1,0.15,4,0.25
8043,118,4,0.35,3,1.85
8044,131,1,0.35,1,0.55
8045,16,2,0.25,0,0.5
8046,192,3,1.75,0,0.55
8047,54,4,1.3,1,0.7
8048,15,2,1.4,1,0.3
8049,121,2,0.65,2,1.9
8050,177,3,1.35,4,1.95
8051,82,2,0.1,1,1.0
8052,89,4,1.8,2,1.3
8053,170,2,0.85,0,0.55
8054,52,2,1.7,2,0.4
8055,54,0,0.65,4,0.05
8056,45,4,1.35,4,1.3
8057,110,0,1.0,0,0.85
8058,117,1,0.9,4,0.4
8059,196,2,1.4,1,0.85
8060,174,4,1.8,3,1.35
8061,89,2,1.2,1,0.35
8062,165,2,1.7,1,0.15
8063,10,4,1.35,1,0.45
8064,152,0,0.05,3,1.65
8065,43,3,1.75,0,0.9
8066,187,2,0.85,4,0.05
8067,148,3,1.4,0,1.0
8068,120,1,0.85,1,0.65
8069,134,2,1.95,2,0.2
8070,32,3,1.5,2,0.75
8071,10,1,0.8,4,0.1
8072,159,2,0.65,4,1.85
8073,45,1,0.9,3,1.4
8074,23,0,0.75,4,1.2
8075,75,0,0.3,4,0.15
8076,168,1,0.4,1,0.75
8077,43,3,1.1,1,0.4
8078,182,1,0.25,1,0.95
8079,140,4,0.75,4,1.75
8080,174,0,0.3,0,0.2
8081,87,3,1.25,3,1.85
8082,77,1,0.6,2,1.1
8083,124,1,0.65,4,0.85
8084,168,3,1.85,4,1.0
8085,103,4,1.6,2,0.75
8086,5,0,0.65,4,1.8
8087,150,1,0.25,3,1.4
8088,43,4,0.45,2,0.3
8089,20,1,0.95,4,0.8
8090,197,0,0.5,0,1.0
8091,32,1,0.8,1,0.4
8092,18,0,0.3,1,0.7
8093,11,4,0.55,2,0.15
8094,161,3,1.25,4,0.55
8095,29,4,0.7,0,0.05
8096,160,1,0.15,1,0.8
8097,94,4,1.85,4,0.45
8098,18,2,1.2,0,0.85
8099,79,0,0.95,0,0.85
8100,140,3,1.9,3,1.25
8101,71,4,1.3,1,0.8
8102,119,3,1.15,4,0.55
8103,134,0,0.4,3,1.4
8104,39,4,0.75,2,1.75
8105,145,1,0.35,2,1.85
8106,158,0,0.4,2,1.25
8107,52,4,0.3,0,1.0
8108,109,1,0.55,0,0.15
8109,138,3,1.4,4,0.5
8110,77,0,0.9,3,1.9
8111,70,3,1.3,4,1.25
8112,49,3,1.8,0,0.05
8113,172,3,1.05,4,0.15
8114,141,1,0.35,3,1.85
8115,4,1,0.5,3,1.35
8116,123,4,0.85,3,1.95
8117,68,1,0.6,2,1.8
8118,76,0,0.7,2,0.85
8119,135,3,1.9,2,0.95
8120,84,1,0.45,3,1.6
8121,51,0,0.45,3,1.7
8122,16,2,1.55,3,1.9
8123,52,2,1.25,3,1.75
8124,103,2,0.3,1,0.4
8125,75,4,0.65,3,1.45
8126,13,3,1.25,2,1.45
8127,45,4,1.5,4,1.4
8128,51,1,0.35,0,0.35
8129,117,0,0.45,3,1.65
8130,83,0,0.75,0,1.0
8131,1,0,0.65,2,0.2
8132,196,3,1.8,1,0.1
8133,53,2,1.75,4,1.45
8134,107,0,0.4,4,0.5
8135,29,0,1.0,4,0.5
8136,28,2,1.65,1,0.2
8137,12,0,0.7,2,0.6
8138,58,0,0.35,4,0.55
8139,174,0,0.85,0,0.35
8140,152,2,0.1,4,1.05
8141,116,0,0.1,1,0.05
8142,162,2,1.55,4,1.35
8143,124,1,0.05,3,1.7
8144,149,1,0.85,0,0.8
8145,71,3,1.45,4,1.3
8146,69,1,0.1,4,0.75
8147,176,1,0.5,2,1.35
8148,174,3,1.15,0,0.8
8149,10,0,0.1,1,0.65
8150,191,0,0.95,0,0.35
8151,149,1,0.15,3,1.35
8152,88,2,1.55,1,0.7
8153,47,2,1.8,1,0.75
8154,167,1,0.45,1,0.35
8155,130,3,1.7,0,0.9
8156,114,3,1.6,4,1.7
8157,137,4,0.55,4,0.15
8158,38,2,1.5,3,1.95
8159,160,4,0.4,2,1.0
8160,107,1,0.9,2,1.65
8161,174,1,0.35,2,0.6
8162,88,0,0.85,4,0.05
8163,27,3,1.3,0,0.05
8164,163,0,0.6,3,1.75
8165,162,4,0.35,2,0.35
8166,116,2,0.35,4,0.9
8167,33,2,1.85,1,0.1
8168,1,2,0.45,1,0.5
8169,198,3,1.05,2,1.55
8170,69,1,0.7,4,1.4
8171,190,1,0.2,1,0.6
8172,76,0,0.75,1,0.1
8173,130,1,0.25,3,1.3
8174,142,3,2.0,3,1.65
8175,38,4,1.75,0,0.1
8176,74,2,1.15,1,0.2
8177,140,3,1.35,3,1.4
8178,100,3,1.95,0,0.25
8179,45,1,0.75,4,1.85
8180,36,4,1.9,3,1.1
8181,196,2,1.5,3,1.55
8182,181,4,1.3,4,0.45
8183,23,3,1.8,4,0.15
8184,99,2,0.45,0,0.25
8185,137,4,0.1,4,1.75
8186,101,2,1.2,0,0.35
8187,51,2,0.3,4,1.65
8188,192,1,0.2,3,1.4
8189,139,0,0.7,1,0.3
8190,105,2,1.5,0,0.1
8191,163,2,0.05,1,0.45
8192,52,4,1.45,4,0.55
8193,196,0,0.9,1,0.6
8194,167,2,1.4,4,0.35
8195,112,3,1.85,1,0.9
8196,123,1,0.3,4,0.65
8197,180,3,1.25,0,0.4
8198,2,2,1.55,4,0.35
8199,59,0,0.3,1,0.05
8200,144,1,0.45,3,1.3
8201,87,3,1.6,0,1.0
8202,124,0,0.95,4,0.3
8203,135,2,0.55,4,0.85
8204,93,0,0.25,3,1.2
8205,46,2,0.8,2,1.05
8206,97,4,0.35,4,0.45
8207,196,4,1.55,0,0.35
8208,13,0,0.05,1,0.65
8209,83,1,0.25,3,1.85
8210,117,1,0.6,0,0.05
8211,107,3,1.85,3,1.4
8212,45,4,1.9,2,1.15
8213,73,3,1.7,2,0.3
8214,2,4,1.45,0,0.6
8215,57,2,1.5,3,1.65
8216,47,4,1.6,4,2.0
8217,55,2,1.4,4,0.45
8218,81,4,0.45,4,1.25
8219,136,0,0.6,0,0.55
8220,153,3,1.4,2,0.75
8221,7,4,0.35,4,1.9
8222,179,1,1.0,0,0.2
8223,13,0,0.5,0,0.45
8224,131,2,1.8,3,1.7
8225,75,4,0.15,1,0.7
8226,169,4,1.6,4,1.15
8227,179,2,1.3,3,1.5
8228,85,0,0.6,3,1.7
8229,95,0,0.55,1,0.9
8230,52,0,0.2,4,1.8
8231,133,2,1.85,0,0.65
8232,92,0,0.4,3,1.45
8233,172,4,0.9,0,0.9
8234,185,0,0.1,4,1.6
8235,94,3,2.0,2,0.75
8236,63,1,0.1,2,0.4
8237,79,1,0.2,1,0.35
8238,86,3,1.85,1,0.75
8239,18,4,0.35,1,0.3
8240,17,0,0.5,0,0.7
8241,108,1,0.65,2,0.3
8242,160,4,0.95,3,1.45
8243,122,1,0.85,0,1.0
8244,95,4,0.6,2,1.05
8245,90,0,0.3,3,1.2
8246,36,0,0.95,0,0.7
8247,91,3,1.65,4,1.95
8248,198,0,1.0,0,0.3
8249,138,1,0.55,1,0.7
8250,4,0,0.8,4,0.5
8251,145,1,0.15,4,0.55
8252,127,4,1.55,1,0.9
8253,188,3,1.35,1,0.45
8254,106,2,0.75,3,1.35
8255,59,1,0.55,4,1.7
8256,28,4,0.85,4,1.6
8257,40,1,0.9,1,0.5
8258,174,2,0.55,3,1.85
8259,100,0,0.15,3,1.35
8260,161,0,1.0,2,1.7
8261,120,3,1.1,1,0.4
8262,109,2,1.95,0,1.0
8263,89,3,1.1,1,0.45
8264,44,4,0.45,1,0.5
8265,72,3,1.9,0,0.65
8266,105,0,0.95,0,0.05
8267,23,4,1.7,0,0.05
8268,193,4,1.5,0,0.3
8269,67,2,1.15,4,0.15
8270,161,3,1.3,2,1.8
8271,29,1,0.45,0,0.2
8272,53,1,0.45,0,0.8
8273,169,3,1.45,2,0.25
8274,55,2,1.45,1,0.05
8275,53,1,0.95,4,0.45
8276,79,1,0.95,1,0.45
8277,39,1,1.0,0,0.05
8278,70,0,0.05,1,0.75
8279,68,3,1.95,2,0.2
8280,33,3,1.4,4,0.8
8281,49,1,0.45,2,0.1
8282,124,0,0.55,3,1.85
8283,177,3,1.65,3,1.55
8284,59,2,0.8,1,0.2
8285,68,4,1.35,3,1.6
8286,192,4,0.25,0,0.5
8287,7,3,1.95,2,0.55
8288,102,3,1.05,4,0.3
8289,85,3,1.85,4,0.45
8290,105,4,0.15,4,0.8
8291,103,4,0.7,2,0.4
8292,129,1,0.85,2,0.15
8293,105,4,0.85,1,0.05
8294,68,2,0.5,4,0.25
8295,178,1,0.3,2,1.4
8296,68,1,0.5,2,0.8
8297,77,3,1.3,2,1.55
8298,153,4,0.75,4,1.8
8299,87,2,0.85,0,0.8
8300,110,1,0.85,4,1.6
8301,44,2,1.15,0,0.2
8302,94,4,1.3,0,0.55
8303,17,4,1.4,1,0.05
8304,143,2,0.8,4,0.95
8305,110,4,1.5,0,0.25
8306,40,2,1.65,1,0.75
8307,178,0,0.55,4,1.8
8308,51,2,1.4,1,0.4
8309,119,1,0.5,2,1.6
8310,69,1,0.75,1,0.6
8311,117,1,0.95,2,0.35
8312,195,4,1.9,3,1.5
8313,137,0,0.05,1,0.85
8314,170,2,0.65,3,1.4
8315,24,2,1.8,4,0.75
8316,5,4,0.5,4,0.05
8317,19,2,1.3,4,0.2
8318,172,3,1.5,1,0.6
8319,13,3,2.0,0,0.7
8320,190,2,0.15,1,0.5
8321,107,1,0.35,1,0.65
8322,11,4,1.95,1,0.5
8323,114,2,0.25,4,0.4
8324,58,4,0.85,0,0.55
8325,127,0,0.1,1,0.45
8326,193,4,1.55,1,0.2
8327,150,2,1.4,0,0.2
8328,149,1,0.1,3,1.6
8329,60,0,0.1,1,0.7
8330,154,0,0.85,2,1.75
8331,33,4,1.6,3,2.0
8332,143,4,1.2,3,1.9
8333,39,3,1.25,0,0.35
8334,65,1,0.3,0,0.6
8335,29,2,1.05,0,0.1
8336,66,2,0.55,2,0.05
8337,199,4,0.65,0,0.65
8338,63,1,0.65,0,0.95
8339,26,1,0.55,3,1.15
8340,184,0,0.4,3,1.6
8341,48,4,1.4,0,0.05
8342,178,2,1.5,0,0.05
8343,85,4,0.5,0,0.45
8344,3,1,0.7,2,1.5
8345,114,2,0.75,2,1.7
8346,5,4,1.2,3,1.3
8347,190,4,0.6,4,1.2
8348,53,4,1.7,1,0.85
8349,175,1,0.3,4,1.15
8350,16,2,1.6,4,0.55
8351,7,1,0.95,3,1.05
8352,36,0,0.95,2,0.75
8353,43,4,0.15,4,1.95
8354,98,4,1.6,4,0.8
8355,49,2,0.45,0,0.6
8356,84,3,1.45,4,0.65
8357,142,1,0.8,3,1.1
8358,98,1,0.5,0,0.7
8359,133,2,0.5,1,0.1
8360,172,2,0.45,2,0.1
8361,175,3,1.05,4,1.0
8362,149,4,0.7,2,0.25
8363,59,1,0.4,4,0.05
8364,87,2,0.9,2,1.95
8365,158,4,1.5,2,1.95
8366,160,4,1.95,1,0.85
8367,78,2,0.75,3,1.6
8368,37,4,1.2,1,0.25
8369,35,4,0.4,2,1.9
8370,59,2,1.45,0,0.6
8371,184,3,1.5,0,0.35
8372,134,3,2.0,4,1.85
8373,128,1,0.45,4,1.7
8374,106,3,1.75,1,0.85
8375,116,4,0.95,1,1.0
8376,140,2,0.25,0,0.3
8377,27,4,0.25,0,0.3
8378,93,4,0.8,2,1.2
8379,190,2,1.6,0,0.2
8380,15,4,0.15,4,0.4
8381,106,2,1.5,0,0.5
8382,177,2,1.15,1,0.5
8383,114,0,0.55,2,0.8
8384,45,2,0.45,0,1.0
8385,171,2,0.95,1,0.25
8386,1,2,1.55,0,0.55
8387,167,1,0.3,1,0.35
8388,123,3,2.0,2,1.0
8389,163,1,0.05,0,0.6
8390,74,4,0.65,2,0.55
8391,152,4,0.2,2,0.2
8392,92,1,0.5,4,1.7
8393,88,4,0.35,4,0.6
8394,107,4,1.0,2,1.65
8395,134,3,1.3,2,1.9
8396,27,2,0.65,3,1.35
8397,139,4,1.55,1,0.7
8398,111,0,0.55,0,0.6
8399,14,0,0.55,1,0.55
8400,166,3,1.95,3,1.9
8401,12,3,1.1,3,1.5
8402,33,4,0.2,3,1.2
8403,192,4,1.0,3,1.05
8404,123,0,0.5,2,1.4
8405,23,4,1.6,2,1.9
8406,59,4,0.8,0,0.85
8407,107,2,0.2,0,0.6
8408,133,3,1.3,1,1.0
8409,120,1,0.75,3,1.5
8410,78,1,0.55,3,1.45
8411,9,0,0.5,1,0.8
8412,160,0,0.7,4,0.8
8413,72,4,0.45,0,1.0
8414,60,1,0.05,1,0.25
8415,116,2,0.4,3,1.95
8416,177,3,1.55,4,2.0
8417,32,3,1.1,0,0.65
8418,41,0,0.1,1,0.75
8419,85,3,1.15,0,0.85
8420,24,0,0.4,1,0.55
8421,130,2,1.35,4,0.05
8422,168,1,0.35,4,0.3
8423,145,2,0.9,1,0.55
8424,113,1,0.65,2,1.4
8425,133,1,0.45,0,0.4
8426,14,3,1.8,1,0.45
8427,119,1,0.3,4,0.15
8428,17,3,1.45,2,0.45
8429,10,0,0.3,4,1.1
8430,137,2,0.2,3,1.95
8431,119,0,0.2,3,1.2
8432,183,2,0.35,3,1.1
8433,199,2,0.05,3,1.5
8434,83,1,0.85,0,0.45
8435,147,4,0.3,2,1.15
8436,187,0,0.05,4,2.0
8437,40,4,0.8,3,1.1
8438,35,1,0.75,0,1.0
8439,140,4,1.9,3,1.05
8440,82,0,0.25,2,1.75
8441,30,4,1.1,1,0.15
8442,122,4,0.55,2,1.05
8443,181,2,0.8,1,0.75
8444,160,0,0.25,1,1.0
8445,48,1,0.05,0,0.35
8446,12,2,1.7,4,1.7
8447,136,1,1.0,3,1.05
8448,148,2,1.25,1,0.55
8449,95,4,0.65,1,0.25
8450,138,3,1.4,4,1.35
8451,64,3,1.65,4,1.5
8452,184,3,1.3,0,0.55
8453,33,4,1.7,3,1.05
8454,164,4,1.6,4,0.25
8455,135,0,0.9,3,1.55
8456,187,2,0.45,0,0.2
8457,52,1,0.35,4,0.6
8458,28,4,1.75,0,0.6
8459,75,1,0.05,4,1.3
8460,162,2,0.85,1,0.2
8461,64,4,1.35,2,1.8
8462,31,1,0.9,1,0.6
8463,137,3,1.85,4,1.4
8464,4,4,1.45,4,1.9
8465,121,0,0.3,0,0.95
8466,5,1,0.35,1,0.5
8467,134,3,1.4,2,1.4
8468,5,1,0.05,0,0.85
8469,177,4,2.0,4,1.3
8470,50,1,0.95,1,0.55
8471,171,3,1.2,1,0.9
8472,160,3,1.95,3,1.7
8473,144,0,0.25,0,0.75
8474,11,2,1.8,0,1.0
8475,24,2,0.55,4,1.65
8476,35,1,0.35,2,0.9
8477,184,4,1.0,4,1.1
8478,40,4,0.6,3,1.45
8479,83,3,1.6,0,0.6
8480,114,4,1.65,3,1.6
8481,134,4,1.75,3,1.25
8482,166,3,1.8,3,1.15
8483,85,4,1.55,3,1.65
8484,104,0,0.25,0,0.55
8485,68,4,1.7,4,0.45
8486,68,2,1.15,3,2.0
8487,121,4,0.2,1,0.5
8488,97,2,0.2,1,1.0
8489,91,1,0.4,1,0.15
8490,87,4,0.8,3,1.1
8491,117,4,1.8,3,1.85
8492,163,2,0.45,4,0.35
8493,183,4,0.8,3,1.65
8494,5,2,1.6,4,1.15
8495,58,0,1.0,1,0.9
8496,82,0,0.7,1,0.2
8497,59,3,1.45,0,0.35
8498,133,1,0.6,1,0.65
8499,6,4,1.8,2,0.8
8500,53,0,0.35,1,0.15
8501,103,1,0.25,2,0.85
8502,46,2,1.15,4,0.6
8503,190,4,1.75,3,1.75
8504,102,1,0.5,4,0.15
8505,95,2,1.7,1,0.2
8506,15,0,0.1,0,0.55
8507,5,4,0.1,1,0.75
8508,76,4,0.55,1,0.85
8509,192,4,0.6,0,0.65
8510,199,3,1.1,0,0.45
8511,54,4,1.3,2,0.1
8512,139,0,0.8,1,0.8
8513,85,2,0.15,1,0.9
8514,159,4,0.65,2,0.6
8515,51,0,0.35,1,0.05
8516,122,4,1.15,3,1.4
8517,183,2,1.35,2,0.6
8518,146,4,1.05,4,0.65
8519,167,3,1.8,2,0.15
8520,102,3,1.05,1,0.8
8521,61,4,0.6,2,0.75
8522,34,0,0.7,1,0.2
8523,116,0,0.3,0,0.95
8524,158,1,0.1,4,1.9
8525,38,4,1.4,2,1.0
8526,72,2,1.95,2,0.95
8527,182,3,1.1,3,1.3
8528,176,4,0.75,0,0.05
8529,105,3,1.6,1,0.15
8530,103,1,0.05,2,0.6
8531,61,3,1.6,4,1.1
8532,42,1,0.85,3,1.85
8533,130,4,1.15,2,0.5
8534,98,1,0.5,4,1.95
8535,124,3,1.75,1,0.25
8536,20,1,0.2,2,1.95
8537,165,3,1.95,0,0.1
8538,28,3,1.25,3,1.4
8539,8,1,0.35,0,0.6
8540,161,1,0.35,4,1.6
8541,74,0,1.0,1,0.45
8542,60,2,0.5,0,0.15
8543,101,2,1.0,0,0.95
8544,162,4,1.7,0,0.6
8545,79,2,1.75,1,0.35
8546,172,1,0.95,4,0.7
8547,5,0,0.65,4,0.1
8548,144,1,0.5,1,0.8
8549,170,0,0.75,3,1.05
8550,152,0,0.2,2,0.85
8551,31,2,0.35,3,1.8
8552,159,2,0.35,4,1.4
8553,87,2,0.5,2,0.3
8554,140,1,0.8,0,0.45
8555,195,4,1.75,3,1.4
8556,52,2,1.9,2,0.3
8557,153,4,2.0,4,1.55
8558,6,2,1.85,2,1.25
8559,173,3,1.75,4,1.6
8560,96,1,1.0,4,0.75
8561,29,3,1.05,0,0.35
8562,25,4,0.25,1,1.0
8563,146,2,0.15,2,1.9
8564,57,4,0.25,4,1.15
8565,163,4,0.4,4,0.3
8566,103,3,1.6,1,0.9
8567,156,1,0.3,3,1.35
8568,172,4,0.05,2,0.55
8569,97,3,1.25,4,1.0
8570,74,2,1.5,3,1.2
8571,152,1,0.45,3,1.3
8572,70,0,0.8,0,0.1
8573,139,4,1.45,4,0.85
8574,3,3,1.55,0,0.2
8575,134,2,0.75,1,0.9
8576,155,3,1.7,0,0.8
8577,16,1,0.95,0,0.75
8578,99,1,0.5,4,0.9
8579,147,4,1.15,2,0.35
8580,147,0,0.1,3,1.5
8581,170,3,1.15,2,1.25
8582,27,3,1.05,1,0.65
8583,34,2,1.2,3,1.9
8584,153,3,1.1,4,1.3
8585,71,4,1.05,4,0.15
8586,48,0,0.7,4,1.0
8587,49,2,1.3,1,0.5
8588,27,0,0.2,4,1.3
8589,171,3,1.9,2,1.65
8590,13,2,0.35,1,0.9
8591,159,2,1.35,1,0.8
8592,176,4,1.1,0,1.0
8593,84,4,1.35,4,1.65
8594,88,3,1.45,2,0.65
8595,138,1,1.0,0,0.85
8596,65,2,0.8,0,0.85
8597,65,4,0.95,2,0.75
8598,54,3,1.45,1,0.8
8599,131,1,0.6,4,0.8
8600,69,1,1.0,0,0.15
8601,166,4,0.15,2,0.6
8602,7,1,0.7,0,0.45
8603,171,0,0.55,1,0.95
8604,155,1,0.9,1,0.65
8605,141,1,0.7,0,0.35
8606,132,4,0.1,3,1.5
8607,91,0,0.1,2,1.8
8608,135,0,0.1,2,1.25
8609,159,2,0.4,2,1.1
8610,131,2,0.3,2,1.05
8611,21,3,1.15,4,1.05
8612,198,1,0.75,1,0.15
8613,110,3,1.65,1,0.9
8614,127,1,0.15,0,0.3
8615,144,1,0.6,2,1.35
8616,117,2,0.4,1,0.1
8617,144,1,0.6,2,0.95
8618,10,4,1.35,1,0.1
8619,174,4,1.5,4,0.5
8620,58,0,0.2,2,0.6
8621,101,0,0.8,0,0.85
8622,66,0,0.7,0,0.85
8623,130,0,0.7,4,0.45
8624,176,4,0.25,2,1.7
8625,88,3,1.05,0,0.15
8626,104,3,1.45,1,0.5
8627,67,3,1.5,1,0.55
8628,194,1,0.95,3,1.85
8629,187,2,1.3,2,1.95
8630,86,0,0.4,3,1.45
8631,122,1,0.35,4,0.3
8632,34,0,0.6,2,1.3
